Merlot Wine Data,,,,,,,,,,,,,,,,,,,,,,,,
Winery,,,Tinhorn,Tinhorn,Tinhorn,Quails Gate,Quails Gate,Quails Gate,Sandhill,Sandhill,Sandhill,Nk'Mip,Nk'Mip,Nk'Mip,Inniskilin,Inniskilin,Inniskilin,Cedar Creek,Cedar Creek,Cedar Creek,Arrowleaf,Arrowleaf,Arrowleaf,
Vintage Year,,,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,
Alcohol Content,,,13.70%,13.70%,13.70%,14.50%,14.50%,14.50%,14.50%,14.50%,14.50%,14.20%,14.20%,14.20%,14%,14%,14%,13.90%,13.90%,13.90%,14.80%,14.80%,14.80%,
Bottle Depth,,,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,
Feature ID,Retention Time,m/z,TH_T_50,TH_M_50,TH_B_50,QG_T_50,QG_M_50,QG_B_50,SH_T_50,SH_M_50,SH_B_50,NK_T_50,NK_M_50,NK_B_50,INN_T_50,INN_M_50,INN_B_50,CC_T_50,CC_M_50,CC_B_50,AL_T_50,AL_M_50,AL_B_50,
1.1218_717.4588,1.1218,717.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.122_435.0732,1.122,435.0732,0,0,0,0.031,0,0,0,0,0,0,0.0914,0,0,0,0,0,0.083,0,0,0,0.0204,
1.1221_166.083,1.1221,166.083,0,0.508,0.4173,1.3737,0.4395,0.8821,0,0,0.227,0.3783,0.3117,0,0,0,0.4323,0.8027,0.7977,1.0887,0.4981,0.354,0.6415,
1.1223_863.1342,1.1223,863.1342,0,0,0,0,0,0,0.0282,0,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,
1.1225_946.9973,1.1225,946.9973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,
1.1226_956.3104,1.1226,956.3104,0,0,0,0,0,0,0.0135,0,0,0,0,0,0,0,0,0.0605,0,0,0,0,0,
1.1226_371.0878,1.1226,371.0878,0,0,0,0.0202,0,0,0,0,0,0,0,0.1037,0.0983,0,0.2777,0,0,0,0,0.0218,0.0619,
1.123_690.9521,1.123,690.9521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1231_419.0113,1.1231,419.0113,0,0,0,0,0.0166,0,0,0,0,0,0.0715,0,0,0,0,0,0,0,0,0,0,
1.1234_617.0573,1.1234,617.0573,0,0.0861,0.0899,0,0.124,0.0515,0,0.0497,0.0765,0,0,0.055,0.0795,0.0613,0.1125,0.0595,0.0923,0.0493,0.0661,0,0.2623,
1.1235_750.4554,1.1235,750.4554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312,0,0,
1.1235_289.0873,1.1235,289.0873,0,0,0,0.0974,0,0,0.0505,0,0.0549,0,0,0,0,0,0,0,0,0,0,0,0,
1.1238_696.432,1.1238,696.432,0.0483,0,0,0,0.0445,0.0467,0.0901,0,0,0,0,0.0337,0.0386,0,0.0366,0.0785,0.0638,0.111,0.1454,0,0.1261,
1.124_979.8301,1.124,979.8301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1241_585.283,1.1241,585.283,0.1623,0.6581,0.2565,0.359,0.1922,0.3212,0.2407,0.4163,0.4536,0.3856,0.302,0.5621,0.4509,0.5343,0.5519,0.246,0.4862,0.2632,0.3933,0.4985,0.633,
1.1242_673.3343,1.1242,673.3343,0.6904,1.1122,1.1929,0.8319,0.5755,0.19,0.5308,0.7916,0.8176,0.818,0.8866,0.5027,0.7382,0.2839,1.2021,0.6413,0.7936,0.3672,1.0355,0.9661,1.2469,
1.1243_568.4028,1.1243,568.4028,0,0,0,0,0,0.0183,0,0,0,0.0699,0,0,0.0928,0,0.0292,0,0,0,0.0431,0.0788,0.0505,
1.1245_777.1284,1.1245,777.1284,0,0.0433,0,0,0,0,0,0,0,0.0363,0,0,0,0,0,0,0,0,0,0,0.0886,
1.1248_716.1176,1.1248,716.1176,0,0,0.0374,0.0369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,
1.1252_874.2379,1.1252,874.2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.126_613.1198,1.126,613.1198,0,0,0,0,0.0468,0,0,0.1022,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.126_677.14,1.126,677.14,0,0,0,0,0,0,0.0229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1264_975.026,1.1264,975.026,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1266_627.0955,1.1266,627.0955,0,0,0,0.0779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1268_954.1304,1.1268,954.1304,0,0,0,0.0337,0,0,0,0,0,0,0,0,0,0,0,0,0.0403,0,0,0,0,
1.1269_727.0876,1.1269,727.0876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1269_866.2335,1.1269,866.2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192,0,0,0,0,0,0,
1.127_509.1052,1.127,509.1052,0,0,0,0,0,0,0,0,0,0,0.0224,0,0,0.036,0,0,0,0,0,0,0.0377,
1.1273_501.0219,1.1273,501.0219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532,0,0,0,0,0,0,0,
1.1275_476.3059,1.1275,476.3059,0,0,0.0618,0,0,0.0218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1277_396.9558,1.1277,396.9558,0,0.0576,0.0579,0,0,0,0,0.0142,0.0665,0,0,0.0597,0.0693,0.0598,0.0504,0.0668,0,0,0,0,0.0194,
1.1278_592.9862,1.1278,592.9862,0,0,0,0.1474,0,0.0565,0,0,0,0,0,0.0307,0,0,0,0.0582,0,0.0513,0,0,0,
1.1278_725.0328,1.1278,725.0328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.128_399.1273,1.128,399.1273,0,0,0,0.0248,0,0,0,0,0,0,0,0,0.0648,0,0,0,0,0.0772,0,0.0431,0.1023,
1.1282_558.9401,1.1282,558.9401,0,0,0,0,0,0.0134,0,0,0.0301,0,0,0,0,0,0,0,0.0253,0,0,0,0,
1.1285_631.0678,1.1285,631.0678,2.2196,2.4223,2.0279,0.402,0.8776,1.5937,1.7156,1.6545,1.2697,1.6961,1.6459,1.9092,2.0904,1.8179,1.8364,1.5701,1.9644,1.6302,2.7255,0,3.4773,
1.1286_533.1336,1.1286,533.1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383,0,0,0,0,0,0,
1.1287_613.0501,1.1287,613.0501,0,0,0,0.0317,0,0,0,0.0517,0,0,0,0,0,0.0455,0,0,0,0,0.0764,0,0,
1.1289_527.1515,1.1289,527.1515,0.0574,0,0,0,0,0,0.0521,0.0421,0,0,0.0642,0,0,0,0,0,0,0,0,0,0.0297,
1.1289_510.1401,1.1289,510.1401,0,0,0,0,0,0,0,0.0292,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.129_300.0644,1.129,300.0644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1291_765.2001,1.1291,765.2001,0,0,0,0,0.0321,0,0,0,0.0343,0,0,0.051,0,0,0,0.0126,0,0,0.0161,0,0,
1.1297_522.1953,1.1297,522.1953,0,0,0,0,0.0534,0.0315,0,0,0,0,0,0.044,0,0.0602,0,0.0306,0,0,0,0,0,
1.1298_703.0431,1.1298,703.0431,0.0199,0,0,0,0,0,0,0,0,0,0,0,0,0.0417,0.0231,0,0,0,0,0,0,
1.1298_684.998,1.1298,684.998,0,0,0,0,0,0,0,0,0,0.0432,0,0,0.0282,0,0,0,0,0,0.0124,0,0.0315,
1.1298_360.9697,1.1298,360.9697,0,0.0444,0,0,0.0336,0,0.1148,0.0468,0.0573,0,0,0.0464,0.0408,0,0,0,0.0501,0,0,0,0.0193,
1.1299_875.7601,1.1299,875.7601,0.0161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1299_535.1115,1.1299,535.1115,0,0.0978,0,0,0,0,0,0,0,0,0,0,0.0711,0,0,0,0,0,0,0,0,
1.13_835.1729,1.13,835.1729,0.0452,0,0,0,0,0,0.092,0,0,0,0,0,0.0509,0.0289,0,0,0,0,0,0,0,
1.13_606.96,1.13,606.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1304_314.5693,1.1304,314.5693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165,0,0,0,0,0,0,
1.1304_845.6938,1.1304,845.6938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1306_126.1016,1.1306,126.1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1307_851.08,1.1307,851.08,0,0,0.0542,0,0.0241,0,0,0,0,0,0,0,0,0,0,0,0.0161,0,0,0,0,
1.1307_749.0715,1.1307,749.0715,0,0,0,0,0,0,0,0,0,0.0278,0,0,0,0,0,0,0,0,0,0,0,
1.1307_800.9601,1.1307,800.9601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174,0,0,0,0,0.035,
1.131_891.1258,1.131,891.1258,0,0.0452,0,0,0,0.0172,0,0,0,0,0.0388,0,0,0,0,0.0473,0.0391,0.0747,0,0,0,
1.1314_659.0331,1.1314,659.0331,0,0.0233,0,0,0,0,0,0.1031,0,0,0,0,0,0,0,0,0,0.0329,0,0.0504,0,
1.1314_864.9585,1.1314,864.9585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,
1.1317_805.1695,1.1317,805.1695,0,0,0,0,0,0,0,0,0.0249,0,0.0508,0,0,0,0.0473,0,0,0.0535,0.0423,0,0,
1.1318_129.5353,1.1318,129.5353,0,0.0504,0,0,0.0384,0,0,0,0,0,0,0.0786,0,0,0.079,0.0353,0,0,0.0535,0,0,
1.1319_494.1818,1.1319,494.1818,0,0,0,0.1518,0,0,0,0,0,0,0.0308,0,0,0,0,0.0911,0.0447,0,0,0,0,
1.1319_289.1394,1.1319,289.1394,0.9101,1.3464,1.6105,2.2068,1.6843,1.9578,1.6688,1.8674,1.4817,3.3363,2.6877,2.8803,3.5911,3.0448,2.9977,1.7368,1.7767,1.6824,4.9725,4.5424,4.9289,
1.132_793.1143,1.132,793.1143,0,0,0.0537,0.0258,0,0,0,0.0451,0,0,0,0,0,0,0,0,0,0.0583,0.0564,0,0,
1.1321_722.9874,1.1321,722.9874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323,0,0,0,0,
1.1326_753.2224,1.1326,753.2224,0,0,0.0179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1326_757.064,1.1326,757.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594,0,0.0578,0,0,0,0,0,
1.1327_890.9831,1.1327,890.9831,0,0,0,0,0,0.0139,0,0.0296,0.0325,0.0348,0,0,0.0423,0,0,0,0,0,0,0,0,
1.133_744.862,1.133,744.862,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1332_801.0226,1.1332,801.0226,0,0,0,0,0.0277,0,0.0442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1332_361.0276,1.1332,361.0276,0.127,0,0,0.1027,0,0,0,0.0717,0.0363,0,0,0.0737,0,0,0,0,0,0,0,0,0.0405,
1.1334_325.9853,1.1334,325.9853,0,0,0,0,0.0204,0,0,0,0,0,0,0,0,0,0.0214,0,0,0,0,0,0,
1.1335_697.0152,1.1335,697.0152,0,0,0,0,0,0,0,0.0401,0,0,0,0,0,0,0.0434,0,0,0,0,0.0447,0,
1.1337_313.0093,1.1337,313.0093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1339_459.1085,1.1339,459.1085,0,0,0,0.0246,0.0802,0,0,0.0311,0.0962,0,0,0,0,0,0,0,0,0,0,0.0372,0,
1.1341_997.1185,1.1341,997.1185,0,0,0.029,0.0254,0,0,0,0,0,0,0,0,0.049,0.0221,0,0,0,0,0.0195,0,0,
1.1342_864.2861,1.1342,864.2861,0,0,0,0,0,0,0,0,0,0,0,0.0199,0,0,0,0,0,0,0,0,0,
1.1343_791.1803,1.1343,791.1803,0,0,0,0,0,0,0.0221,0,0,0,0,0,0,0.0175,0,0,0,0,0,0,0,
1.1344_268.0973,1.1344,268.0973,0,0.0605,0,0.0191,0.0615,0,0,0.0451,0.0402,0,0,0,0,0.0381,0,0.1268,0,0.0505,0.1855,0.0123,0,
1.1349_395.1053,1.1349,395.1053,0,0.029,0.0154,0,0,0,0,0,0,0,0,0.0902,0,0.0619,0,0,0,0,0,0,0,
1.135_199.1077,1.135,199.1077,0,0.1591,0.1609,0.3489,0.216,0.1934,0,0,0.0862,0,0,0.0747,0,0,0,0.1281,0.0834,0,0,0,0,
1.135_639.1278,1.135,639.1278,0,0,0.0194,0.0425,0,0,0.035,0,0,0,0,0,0.0147,0,0,0.0328,0,0,0,0,0,
1.135_889.0641,1.135,889.0641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1351_562.1918,1.1351,562.1918,0,0,0,0,0,0,0.0352,0,0,0,0,0,0,0,0,0.0342,0,0,0,0,0,
1.1352_517.1808,1.1352,517.1808,0.0283,0.0287,0,0,0,0.018,0,0,0,0.014,0,0,0,0,0,0,0,0,0.0201,0,0,
1.1354_877.0707,1.1354,877.0707,0,0,0,0.0532,0,0,0,0,0.0598,0,0,0,0.0468,0,0,0,0,0,0,0.0302,0,
1.1355_812.9811,1.1355,812.9811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1355_752.9066,1.1355,752.9066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192,
1.1356_833.1389,1.1356,833.1389,0,0,0,0,0,0,0,0,0,0,0.0169,0,0,0,0,0,0.0203,0.0415,0,0,0,
1.1357_999.2178,1.1357,999.2178,0,0.0531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1359_604.9634,1.1359,604.9634,0,0,0,0,0,0,0,0,0.0228,0,0,0,0,0,0,0,0,0,0,0,0,
1.1363_354.6099,1.1363,354.6099,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0.0175,0,0,0,0,
1.1363_645.0804,1.1363,645.0804,0,0,0,0.1154,0,0,0,0,0,0,0,0,0.0827,0,0,0,0.032,0,0,0,0,
1.1369_783.0814,1.1369,783.0814,0,0,0,0.0592,0.0546,0.057,0,0,0,0,0,0,0,0,0,0,0.084,0.0796,0,0,0,
1.1373_835.1111,1.1373,835.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962,0,0.0424,0,0,0.0613,0,0.077,
1.1373_699.024,1.1373,699.024,0,0,0,0.0354,0,0,0,0.03,0,0.0363,0,0.0145,0,0.038,0,0,0,0,0,0,0,
1.1374_585.0738,1.1374,585.0738,0,0,0,0.1298,0.0508,0,0,0.0499,0,0.1151,0,0,0,0,0,0.0397,0,0.0515,0,0.0917,0.1249,
1.1375_458.1292,1.1375,458.1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.138_458.9635,1.138,458.9635,0,0,0.0314,0,0.0141,0,0,0.0791,0,0,0,0,0,0,0,0,0,0.0815,0.0418,0,0,
1.1381_843.1357,1.1381,843.1357,0,0,0,0,0,0,0,0,0,0,0,0.0479,0,0,0,0,0,0,0,0,0,
1.1383_911.0582,1.1383,911.0582,0,0,0,0,0,0,0,0.0644,0.0504,0,0,0.0471,0,0,0,0,0,0,0,0,0,
1.1384_818.9792,1.1384,818.9792,0,0,0,0,0,0,0.0483,0,0,0,0,0.0348,0,0,0,0,0,0,0,0,0.0566,
1.1384_917.0524,1.1384,917.0524,0,0,0,0,0,0,0.0552,0,0.0241,0,0,0,0,0,0,0,0,0,0,0,0,
1.1384_120.0665,1.1384,120.0665,0,0.347,0.2164,0.1655,0.0578,0.1479,0.1261,0,0.3486,0.0428,0.1345,0.0887,0,0.0477,0,0.2229,0,0.1779,0.0947,0,0,
1.1384_921.1512,1.1384,921.1512,0.088,0.1477,0.1202,0.0604,0,0,0,0.0817,0,0.0921,0.0516,0,0.0966,0,0.0796,0,0,0,0.0426,0,0,
1.1385_793.2217,1.1385,793.2217,0,0,0.0165,0,0.0719,0,0.0475,0,0,0,0.0661,0,0.0615,0,0.0564,0.0359,0.0396,0,0,0,0.1083,
1.1386_621.1571,1.1386,621.1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796,0,0,0,0.0571,0,0,0,
1.1387_511.1439,1.1387,511.1439,0,0.0608,0,0.0292,0,0,0.0598,0.07,0.0384,0,0.1149,0.0787,0.0719,0,0.0648,0,0.0754,0.0416,0,0,0.0868,
1.1389_919.1093,1.1389,919.1093,0,0.0473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1392_387.9614,1.1392,387.9614,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442,0,0.0141,0,
1.1393_561.2216,1.1393,561.2216,0.024,0,0,0,0,0,0,0.0511,0,0,0,0.0298,0,0,0,0,0,0,0,0,0,
1.1396_860.9569,1.1396,860.9569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1397_895.2534,1.1397,895.2534,0,0,0,0,0.0192,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,
1.1401_657.2359,1.1401,657.2359,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1401_549.0775,1.1401,549.0775,0,0,0.0361,0,0,0.0312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1401_845.1463,1.1401,845.1463,0,0.0169,0.0354,0,0,0,0.0389,0,0,0,0,0,0,0.041,0,0,0.0265,0,0,0,0,
1.1402_808.932,1.1402,808.932,0,0,0,0,0,0,0,0,0,0,0,0.0151,0,0,0,0,0,0,0,0.0354,0,
1.1403_799.0464,1.1403,799.0464,0,0,0,0,0,0,0,0,0.0438,0,0,0,0,0,0,0,0,0,0,0,0.0301,
1.1403_574.1321,1.1403,574.1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1404_576.1075,1.1404,576.1075,0,0,0,0,0,0,0,0,0,0,0.0331,0,0,0,0,0,0,0,0,0,0.0245,
1.1405_847.0331,1.1405,847.0331,0,0,0.0267,0,0,0,0,0,0,0,0.0259,0,0,0,0,0,0,0,0,0,0,
1.1407_947.1526,1.1407,947.1526,0,0.1332,0,0,0,0,0.1411,0,0.1171,0.0723,0,0.0934,0,0,0.1301,0.1114,0.0813,0.0793,0,0,0,
1.1409_260.0712,1.1409,260.0712,0,0,0,0,0,0,0,0,0,0,0,0,0.0429,0,0,0,0,0,0,0,0,
1.1409_641.0838,1.1409,641.0838,0,0.0188,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,
1.1413_962.0226,1.1413,962.0226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1414_757.0227,1.1414,757.0227,0,0,0,0,0,0,0.0452,0.0388,0,0,0,0.0452,0,0,0.053,0.0231,0,0,0,0,0,
1.1415_831.1327,1.1415,831.1327,0,0,0.0426,0,0,0,0.0542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1416_428.9899,1.1416,428.9899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1416_523.0507,1.1416,523.0507,0,0,0,0,0,0,0,0,0,0.0842,0,0,0,0.0555,0,0,0.0511,0,0,0,0.0186,
1.1418_713.0456,1.1418,713.0456,0.0574,0.1086,0,0,0.064,0.0864,0.1494,0.0951,0.0788,0.073,0.1562,0.045,0.0932,0,0.0691,0.0816,0.1184,0.0626,0,0,0.0846,
1.1419_691.0863,1.1419,691.0863,0.1658,0.3189,0.4329,0,0.5266,0.525,0.2301,0.2288,0.1825,0.2801,0.2156,0.2179,0.4495,0.1554,0.2407,0.4284,0.65,0.351,0.5608,0,0.2186,
1.1419_116.0706,1.1419,116.0706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.142_969.2749,1.142,969.2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1421_825.2776,1.1421,825.2776,0,0,0,0,0,0,0.0517,0,0,0,0,0,0,0.0138,0,0,0,0.0388,0,0,0,
1.1422_823.0494,1.1422,823.0494,0,0,0,0,0,0,0,0,0,0,0.0493,0,0,0,0,0,0,0,0.0508,0,0,
1.1424_561.1342,1.1424,561.1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174,0,0,0,
1.1425_660.92,1.1425,660.92,0,0.033,0,0,0,0.0132,0,0,0,0.0145,0.0136,0,0,0,0.0291,0,0,0,0,0,0.0125,
1.1425_930.2165,1.1425,930.2165,0,0,0,0,0,0.0308,0,0,0,0,0,0,0,0,0,0.0151,0,0,0,0,0,
1.1425_532.0849,1.1425,532.0849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1425_389.0103,1.1425,389.0103,0,0,0,0,0,0,0.0394,0.0456,0.0621,0.0567,0.0513,0.0416,0,0,0,0.0668,0.1211,0.061,0,0,0,
1.1426_933.1432,1.1426,933.1432,0.0165,0.0447,0,0,0,0,0.0318,0,0,0.0371,0,0,0,0,0,0.0368,0,0,0,0,0,
1.1427_427.8263,1.1427,427.8263,0,0,0.0559,0.0475,0,0,0.043,0.0401,0.0628,0,0.0866,0,0.0491,0,0.0278,0,0,0,0,0,0,
1.1429_500.2278,1.1429,500.2278,0.6983,0.7686,0.4459,0.4001,0.4539,0.3738,0.2995,0.8006,0.8432,0.7746,0.6448,0.681,0.5453,0.7452,0.4786,0.6529,0.4547,0.7558,1.288,0,1.48,
1.1429_705.0902,1.1429,705.0902,0.0401,0,0,0,0,0.0744,0,0,0.0401,0,0,0,0.048,0.03,0.0457,0,0,0,0,0,0.0417,
1.1431_475.1713,1.1431,475.1713,0,0,0,0,0,0,0,0,0,0.0473,0,0,0,0,0,0,0,0,0,0,0,
1.1432_655.086,1.1432,655.086,0,0,0,0.0213,0,0.0277,0,0,0,0,0,0,0,0,0,0,0,0,0.0155,0,0,
1.1434_705.9179,1.1434,705.9179,0,0.0201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1435_263.0525,1.1435,263.0525,2.3366,2.9802,2.2559,0,1.836,1.0731,0,1.6994,2.2019,0,0,0,0,0,0,0,0,0,2.2716,0,1.8877,
1.1435_772.9042,1.1435,772.9042,0,0,0.0185,0,0,0,0,0,0,0,0,0.0334,0,0,0,0,0.0378,0,0,0,0,
1.1435_754.9695,1.1435,754.9695,0.0518,0,0,0,0,0,0,0.0132,0,0,0,0,0,0.032,0,0,0,0,0,0,0,
1.1435_821.218,1.1435,821.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461,0,0.0524,0,0,0,0,
1.1436_953.1707,1.1436,953.1707,0,0,0,0,0,0,0,0,0.0475,0,0,0,0,0,0,0.0402,0,0,0,0,0,
1.1436_541.1376,1.1436,541.1376,0.024,0,0,0,0,0,0,0,0.0183,0,0,0.0229,0.0737,0,0.1089,0.0621,0.042,0.0979,0,0.0477,0,
1.1437_771.1202,1.1437,771.1202,0,0,0,0,0,0,0.0903,0,0,0.063,0.0813,0,0,0.0901,0,0,0,0,0,0,0,
1.1437_499.0867,1.1437,499.0867,0,0,0,0,0.0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1439_428.1936,1.1439,428.1936,0,0.065,0.2404,0,0,0.0601,0.0653,0.037,0,0,0,0.1113,0.0651,0.0335,0.0426,0.0997,0.0819,0.1066,0.0396,0,0,
1.1439_398.9452,1.1439,398.9452,0,0,0.0154,0,0,0,0,0,0,0,0,0,0.0321,0,0,0.021,0,0.0137,0,0,0,
1.1439_180.0843,1.1439,180.0843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408,0,0,0,0,0,
1.1441_951.159,1.1441,951.159,0,0.0396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1442_713.1377,1.1442,713.1377,0.0263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741,0,0,0,0,0,0,
1.1443_982.2665,1.1443,982.2665,0,0.1097,0.0451,0.0554,0.0919,0.09,0.0604,0,0.1143,0.1092,0.1325,0.0882,0.1411,0.1374,0.1953,0.077,0,0.0216,0,0,0.0768,
1.1444_502.3061,1.1444,502.3061,0,0,0,0.1135,0,0,0.1081,0.0666,0.1057,0,0.1074,0.0529,0.1357,0,0,0.111,0,0,0,0.0963,0.1102,
1.1444_430.0434,1.1444,430.0434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151,0,0,0,
1.1444_651.131,1.1444,651.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466,0,0,0,0,0,
1.1444_513.1635,1.1444,513.1635,0,0,0,0,0,0,0,0,0,0,0.0588,0,0,0,0,0.0489,0,0.0535,0,0,0,
1.1445_729.0499,1.1445,729.0499,0.0682,0,0.038,0,0,0.0619,0.053,0,0,0.0532,0.0552,0,0.0474,0,0.1678,0.1063,0.0376,0,0.0376,0.0864,0.1182,
1.1445_689.2035,1.1445,689.2035,0,0,0,0,0,0,0.0242,0,0,0,0,0,0,0,0.0262,0,0.0365,0.0249,0,0,0,
1.1446_657.2868,1.1446,657.2868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1446_540.6223,1.1446,540.6223,0,0,0,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1447_643.177,1.1447,643.177,0.0811,0.0562,0.0558,0.0775,0,0,0.1205,0,0.0365,0,0.0495,0,0.0873,0,0.1842,0,0.0426,0.0944,0.0658,0,0,
1.1447_826.7664,1.1447,826.7664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1448_801.0934,1.1448,801.0934,0,0.0542,0.0272,0,0.0405,0,0,0,0,0,0,0,0,0,0,0,0.0522,0.0275,0,0,0,
1.1451_488.2942,1.1451,488.2942,0.1985,0.6408,0.2644,0.6645,0.2052,0.5245,0.3937,0.6297,0.3645,0.8227,0.1301,0.4891,0.9669,0.7539,0.7882,0.564,0.5785,0.3422,0.9951,0.9566,0.6498,
1.1451_382.9746,1.1451,382.9746,0,0,0.0402,0,0,0,0,0,0,0,0,0.0235,0,0,0,0.0178,0,0,0.0143,0,0,
1.1451_524.1938,1.1451,524.1938,0,0,0,0.2051,0,0.4148,0.0179,0,0,0,0,0,0,0.0977,0.1866,0.6071,0.6376,0.1765,0.0761,0,0.1699,
1.1452_703.1865,1.1452,703.1865,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0.0201,0,0,0,0,
1.1454_925.3098,1.1454,925.3098,0,0,0,0,0,0,0,0,0.0584,0,0,0,0,0.0258,0,0,0,0,0,0,0,
